id,date,store_nbr,product_type,sales,special_offer
635005,2013-12-23,26,LADIESWEAR,0.0,0
1968768,2016-01-13,49,LINGERIE,5.0,0
846449,2014-04-21,9,SEAFOOD,19.814,0
1767664,2015-09-21,7,LADIESWEAR,7.0,0
870319,2014-05-05,29,EGGS,0.0,0
127356,2013-03-13,32,DELI,62.0,0
2262169,2016-06-26,31,LADIESWEAR,5.0,0
1203580,2014-11-08,3,BOOKS,0.0,0
126072,2013-03-12,46,GROCERY I,4243.0,0
721186,2014-02-10,44,BOOKS,0.0,0
1942995,2015-12-30,26,LINGERIE,3.0,0
1884896,2015-11-26,46,BEAUTY,10.0,1
1351718,2015-01-31,36,BREAD/BAKERY,550.0,0
923679,2014-06-04,26,DELI,88.235,0
375941,2013-07-30,8,BREAD/BAKERY,464.7,0
1582565,2015-06-10,13,HOME APPLIANCES,0.0,0
162588,2013-04-02,20,PRODUCE,0.0,0
2547767,2016-12-03,45,BEAUTY,22.0,1
1175209,2014-10-23,33,GROCERY II,0.0,0
857817,2014-04-28,28,HOME AND KITCHEN I,0.0,0
220607,2013-05-04,49,BEAUTY,6.0,0
664833,2014-01-10,13,HOME AND KITCHEN I,10.0,0
444350,2013-09-07,27,BREAD/BAKERY,529.047,0
1038538,2014-08-07,48,POULTRY,608.571,0
1675608,2015-08-01,24,AUTOMOTIVE,5.0,0
1711323,2015-08-21,26,DELI,108.526,35
1014523,2014-07-25,25,BOOKS,0.0,0
988290,2014-07-10,39,CELEBRATION,15.0,0
231348,2013-05-10,5,HOME CARE,0.0,0
2077571,2016-03-14,51,MAGAZINES,13.0,0
2480297,2016-10-26,51,HOME APPLIANCES,0.0,0
1639823,2015-07-12,2,LAWN AND GARDEN,7.0,0
1784584,2015-10-01,31,EGGS,333.0,0
850038,2014-04-24,1,MEATS,257.266,0
1887935,2015-11-28,31,BREAD/BAKERY,587.0,0
1419755,2015-03-10,44,PREPARED FOODS,404.91,0
787304,2014-03-19,49,MAGAZINES,4.0,0
2972069,2017-07-30,5,MAGAZINES,8.0,0
1927044,2015-12-20,29,DELI,376.181,0
2328814,2016-08-02,51,BOOKS,0.0,0
2802045,2017-04-26,3,HOME AND KITCHEN I,40.0,3
1602874,2015-06-21,32,SCHOOL AND OFFICE SUPPLIES,0.0,0
2072856,2016-03-12,2,PLAYERS AND ELECTRONICS,10.0,0
1928331,2015-12-21,15,DELI,261.0,0
2056742,2016-03-03,18,HOME APPLIANCES,0.0,0
18682,2013-01-11,33,BOOKS,0.0,0
2876867,2017-06-07,29,PET SUPPLIES,9.0,0
116070,2013-03-07,16,DELI,139.0,0
1251288,2014-12-05,18,PLAYERS AND ELECTRONICS,3.0,0
2082605,2016-03-17,43,DAIRY,266.0,1
2595724,2016-12-31,40,EGGS,205.0,0
1259586,2014-12-09,50,DELI,414.431,2
1092266,2014-09-06,6,SEAFOOD,50.855,0
352683,2013-07-17,54,GROCERY I,1895.0,0
338896,2013-07-10,18,LADIESWEAR,0.0,0
2646991,2017-01-29,29,POULTRY,290.33,0
772443,2014-03-11,32,GROCERY I,1104.0,0
1338587,2015-01-24,18,DAIRY,559.0,1
1332164,2015-01-20,37,LAWN AND GARDEN,6.0,0
273308,2013-06-03,28,BEAUTY,2.0,0
13386,2013-01-08,34,LINGERIE,13.0,0
2950745,2017-07-18,51,HOME APPLIANCES,0.0,0
2605349,2017-01-06,10,SEAFOOD,9.0,0
2441075,2016-10-04,50,SEAFOOD,32.432,0
1340685,2015-01-25,26,PLAYERS AND ELECTRONICS,0.0,0
1919960,2015-12-16,3,LAWN AND GARDEN,26.0,1
1569353,2015-06-02,42,BREAD/BAKERY,0.0,0
425484,2013-08-27,47,HOME AND KITCHEN I,0.0,0
930347,2014-06-08,13,FROZEN FOODS,10.0,0
650295,2014-01-01,54,PRODUCE,0.0,0
225650,2013-05-07,4,PREPARED FOODS,77.826004,0
2782077,2017-04-15,2,GROCERY I,4106.0,89
2867583,2017-06-02,19,HOME AND KITCHEN I,25.0,5
11863,2013-01-07,41,HOME AND KITCHEN II,0.0,0
1781681,2015-09-29,5,FROZEN FOODS,166.0,0
1632446,2015-07-08,13,BEAUTY,0.0,0
541591,2013-10-31,54,POULTRY,26.789001,0
848991,2014-04-23,30,AUTOMOTIVE,4.0,0
2830400,2017-05-12,25,MAGAZINES,6.0,0
1861675,2015-11-13,44,GROCERY II,54.0,0
2097417,2016-03-26,1,BEVERAGES,1723.0,8
706413,2014-02-02,3,HOME AND KITCHEN I,0.0,0
2345257,2016-08-12,13,GROCERY II,36.0,0
2965400,2017-07-27,13,LAWN AND GARDEN,0.0,0
944557,2014-06-16,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
1408492,2015-03-04,29,LADIESWEAR,0.0,0
1518232,2015-05-04,9,BABY CARE,0.0,0
315936,2013-06-27,23,PLAYERS AND ELECTRONICS,0.0,0
2786356,2017-04-17,4,BABY CARE,0.0,0
1428875,2015-03-15,50,DAIRY,1254.0,3
2717386,2017-03-09,54,BABY CARE,0.0,0
488312,2013-10-02,10,FROZEN FOODS,12.0,0
2578034,2016-12-20,44,DAIRY,3164.0,30
2215511,2016-05-31,22,MAGAZINES,7.0,0
120979,2013-03-09,53,BABY CARE,0.0,0
783674,2014-03-17,47,MAGAZINES,2.0,0
1495817,2015-04-22,29,PET SUPPLIES,0.0,0
1112358,2014-09-18,2,PLAYERS AND ELECTRONICS,10.0,0
1772603,2015-09-24,45,DAIRY,1307.0,1
89997,2013-02-20,34,CELEBRATION,0.0,0
339730,2013-07-10,40,POULTRY,53.28,0
1528480,2015-05-10,45,LADIESWEAR,0.0,0
1645159,2015-07-15,2,EGGS,151.0,0
2624863,2017-01-16,9,EGGS,344.0,21
843322,2014-04-20,21,CLEANING,0.0,0
1288045,2014-12-26,49,"LIQUOR,WINE,BEER",501.0,0
249044,2013-05-20,46,PET SUPPLIES,0.0,0
777496,2014-03-14,24,HOME AND KITCHEN II,12.0,0
1207511,2014-11-10,4,DAIRY,669.0,1
2376346,2016-08-29,35,HOME AND KITCHEN II,8.0,0
258688,2013-05-26,18,BABY CARE,0.0,0
2048795,2016-02-27,44,MAGAZINES,68.0,0
218025,2013-05-03,26,PLAYERS AND ELECTRONICS,0.0,0
1883804,2015-11-26,15,SEAFOOD,12.0,0
2649301,2017-01-30,43,POULTRY,117.596,0
2628626,2017-01-19,14,FROZEN FOODS,43.0,1
659127,2014-01-06,52,HOME CARE,0.0,0
1600346,2015-06-20,12,FROZEN FOODS,61.0,18
27834,2013-01-16,4,HOME AND KITCHEN I,0.0,0
239032,2013-05-15,16,GROCERY II,6.0,0
2963248,2017-07-25,52,GROCERY II,46.0,1
1693079,2015-08-11,14,HARDWARE,0.0,0
1930754,2015-12-22,32,MAGAZINES,0.0,0
2996472,2017-08-13,35,CELEBRATION,1.0,0
2326138,2016-08-01,27,BABY CARE,0.0,0
2235688,2016-06-11,39,BOOKS,0.0,0
302483,2013-06-19,46,BREAD/BAKERY,373.435,0
2898853,2017-06-19,46,BABY CARE,0.0,0
1066075,2014-08-23,21,EGGS,0.0,0
2710840,2017-03-06,20,"LIQUOR,WINE,BEER",16.0,0
1261500,2014-12-10,54,DELI,130.0,0
456295,2013-09-14,12,BOOKS,0.0,0
1975484,2016-01-17,38,BREAD/BAKERY,745.097,0
1227885,2014-11-22,11,LINGERIE,7.0,0
2624609,2017-01-16,50,LAWN AND GARDEN,8.0,0
1760649,2015-09-18,10,AUTOMOTIVE,1.0,0
732485,2014-02-17,11,HOME APPLIANCES,1.0,0
2537428,2016-11-27,54,PERSONAL CARE,294.0,5
2959298,2017-07-23,41,MAGAZINES,21.0,0
1066240,2014-08-23,26,EGGS,32.0,1
1398409,2015-02-26,46,BABY CARE,0.0,0
2494303,2016-11-03,44,SCHOOL AND OFFICE SUPPLIES,6.0,0
19689,2013-01-12,11,LINGERIE,10.0,0
1192094,2014-11-01,8,BEAUTY,15.0,0
2946684,2017-07-16,38,HOME AND KITCHEN I,27.0,0
1731819,2015-09-01,50,GROCERY I,6792.0,10
93361,2013-02-22,29,BOOKS,0.0,0
1537483,2015-05-15,48,GROCERY II,38.0,0
740516,2014-02-21,36,PREPARED FOODS,35.195,0
1088431,2014-09-04,48,PERSONAL CARE,564.0,0
663621,2014-01-09,29,MEATS,0.0,0
62871,2013-02-05,23,CELEBRATION,0.0,0
2055842,2016-03-02,42,DAIRY,969.0,2
1816469,2015-10-19,26,HOME APPLIANCES,0.0,0
66509,2013-02-07,25,HARDWARE,0.0,0
1326346,2015-01-17,24,EGGS,249.0,2
2790527,2017-04-19,7,HARDWARE,0.0,0
562117,2013-11-12,30,POULTRY,120.962,0
764454,2014-03-06,9,DELI,662.2189,0
2406429,2016-09-15,3,BEVERAGES,6123.0,51
2492774,2016-11-02,51,LAWN AND GARDEN,38.0,2
1296068,2014-12-31,24,PET SUPPLIES,9.0,0
533918,2013-10-27,4,FROZEN FOODS,162.605,0
2328156,2016-08-02,33,CELEBRATION,4.0,0
117871,2013-03-08,16,POULTRY,62.86,0
2798673,2017-04-24,35,DELI,107.0,6
1998669,2016-01-30,38,MEATS,185.744,0
2390165,2016-09-06,23,DAIRY,520.0,5
1160647,2014-10-15,25,BOOKS,0.0,0
1635069,2015-07-09,36,HOME CARE,156.0,0
1785097,2015-10-01,45,POULTRY,1072.263,0
1387634,2015-02-20,43,HOME APPLIANCES,1.0,0
1810416,2015-10-15,7,BEVERAGES,3570.0,4
59343,2013-02-03,24,DELI,303.645,0
2952901,2017-07-20,12,POULTRY,193.651,0
1719440,2015-08-25,53,DAIRY,343.0,0
2842514,2017-05-19,15,PET SUPPLIES,1.0,0
2824798,2017-05-09,18,SCHOOL AND OFFICE SUPPLIES,1.0,0
1346597,2015-01-28,41,SEAFOOD,20.301,0
142368,2013-03-21,53,CELEBRATION,0.0,0
2020066,2016-02-11,39,BOOKS,0.0,0
1030690,2014-08-03,29,BABY CARE,0.0,0
1973032,2016-01-16,19,POULTRY,379.508,0
2959231,2017-07-23,4,"LIQUOR,WINE,BEER",107.0,4
1397574,2015-02-26,22,MEATS,0.0,0
1177476,2014-10-24,47,BEVERAGES,5540.0,2
990987,2014-07-12,14,PRODUCE,385.935,0
1643112,2015-07-14,12,DELI,263.0,0
1746720,2015-09-10,19,PRODUCE,334.046,0
957403,2014-06-23,22,CLEANING,0.0,0
596141,2013-12-01,35,PREPARED FOODS,28.0,0
1926422,2015-12-20,11,HARDWARE,1.0,0
864131,2014-05-01,54,PET SUPPLIES,0.0,0
2781323,2017-04-14,48,HOME APPLIANCES,2.0,0
2895092,2017-06-17,40,BEAUTY,1.0,1
2753306,2017-03-30,12,HOME APPLIANCES,0.0,0
2573644,2016-12-18,21,CLEANING,2087.0,37
1563159,2015-05-30,19,HOME AND KITCHEN I,25.0,0
999277,2014-07-16,47,BOOKS,0.0,0
1027661,2014-08-01,43,DAIRY,322.0,0
935153,2014-06-10,47,SEAFOOD,95.013,0
1194997,2014-11-03,39,BABY CARE,0.0,0
2412853,2016-09-19,1,PERSONAL CARE,162.0,5
2316191,2016-07-26,47,LAWN AND GARDEN,10.0,0
981770,2014-07-06,6,LAWN AND GARDEN,16.0,0
2914214,2017-06-28,27,HOME APPLIANCES,0.0,0
1457725,2015-04-01,10,HOME AND KITCHEN II,14.0,0
2998806,2017-08-14,5,PRODUCE,1453.2369,4
2051872,2016-02-29,30,SCHOOL AND OFFICE SUPPLIES,0.0,0
10079,2013-01-06,41,HARDWARE,1.0,0
2559878,2016-12-10,35,BEAUTY,0.0,0
727923,2014-02-14,33,DELI,120.0,0
1346858,2015-01-28,49,PREPARED FOODS,353.069,0
2879668,2017-06-08,8,"LIQUOR,WINE,BEER",117.0,3
2853936,2017-05-25,35,PRODUCE,289.287,1
1193690,2014-11-02,51,HARDWARE,3.0,0
1933448,2015-12-23,9,FROZEN FOODS,2489.721,4
1639224,2015-07-11,52,HOME AND KITCHEN I,0.0,0
855026,2014-04-26,49,PREPARED FOODS,305.639,0
409220,2013-08-18,40,LAWN AND GARDEN,0.0,0
749276,2014-02-26,32,FROZEN FOODS,11.0,0
468257,2013-09-20,47,LAWN AND GARDEN,12.0,0
2316989,2016-07-27,2,PET SUPPLIES,9.0,0
2435628,2016-10-01,48,PRODUCE,3563.639,2
1232679,2014-11-24,45,PRODUCE,6108.346,0
2421451,2016-09-23,50,EGGS,90.0,24
608578,2013-12-08,34,PERSONAL CARE,297.0,0
1707776,2015-08-19,26,PET SUPPLIES,0.0,0
2385685,2016-09-03,47,HOME AND KITCHEN II,109.0,1
1965965,2016-01-12,20,MAGAZINES,0.0,0
2437482,2016-10-02,50,BEVERAGES,8145.0,62
2118591,2016-04-06,52,MEATS,0.0,0
42969,2013-01-25,15,BEVERAGES,483.0,0
2993385,2017-08-11,48,LINGERIE,6.0,0
2170455,2016-05-05,9,GROCERY I,6476.662,68
2545586,2016-12-02,33,SEAFOOD,1.0,0
2383261,2016-09-02,3,BABY CARE,2.0,0
2680371,2017-02-17,16,GROCERY I,1662.0,42
1139407,2014-10-03,29,HOME AND KITCHEN II,0.0,0
485371,2013-09-30,28,CLEANING,774.0,0
1443312,2015-03-23,6,MEATS,521.131,0
2996166,2017-08-13,26,PRODUCE,526.365,3
113094,2013-03-05,32,BEVERAGES,143.0,0
42057,2013-01-24,39,HOME AND KITCHEN I,0.0,0
642876,2013-12-28,47,BEVERAGES,4141.0,0
1819251,2015-10-20,53,PLAYERS AND ELECTRONICS,2.0,0
723760,2014-02-12,17,BOOKS,0.0,0
2544353,2016-12-01,49,LAWN AND GARDEN,39.0,0
1915454,2015-12-13,53,BEAUTY,8.0,0
1637700,2015-07-11,10,DELI,353.0,3
1271149,2014-12-16,25,"LIQUOR,WINE,BEER",93.0,0
223078,2013-05-06,18,SCHOOL AND OFFICE SUPPLIES,0.0,0
749575,2014-02-26,40,GROCERY II,10.0,0
550274,2013-11-05,48,SEAFOOD,10.579,0
193880,2013-04-19,49,BREAD/BAKERY,435.012,0
349380,2013-07-16,12,DELI,126.0,0
715431,2014-02-07,32,MEATS,32.749,0
748608,2014-02-26,14,BEVERAGES,403.0,0
2829873,2017-05-12,10,MEATS,123.18201,0
504499,2013-10-11,14,POULTRY,67.061,0
321209,2013-06-30,21,LAWN AND GARDEN,0.0,0
262252,2013-05-28,18,BABY CARE,0.0,0
2870151,2017-06-03,40,DELI,346.0,6
140611,2013-03-20,53,SCHOOL AND OFFICE SUPPLIES,0.0,0
1652147,2015-07-19,16,BEAUTY,2.0,0
59083,2013-02-03,17,GROCERY II,19.0,0
2207479,2016-05-26,47,EGGS,198.0,1
679716,2014-01-18,30,HOME AND KITCHEN I,11.0,0
479441,2013-09-27,11,HOME APPLIANCES,0.0,0
2770690,2017-04-08,5,EGGS,78.0,2
803400,2014-03-28,50,HOME AND KITCHEN I,33.0,0
1216542,2014-11-15,42,PRODUCE,0.0,0
1404681,2015-03-02,22,BEVERAGES,0.0,0
928192,2014-06-06,52,BABY CARE,0.0,0
774731,2014-03-12,46,MAGAZINES,1.0,0
2974220,2017-08-01,10,PREPARED FOODS,28.0,1
1461838,2015-04-03,26,BOOKS,0.0,0
375601,2013-07-30,47,POULTRY,537.673,0
1978347,2016-01-19,18,PRODUCE,2504.011,137
2233032,2016-06-10,14,LINGERIE,3.0,0
2084636,2016-03-18,5,PET SUPPLIES,3.0,0
1802379,2015-10-11,30,HOME CARE,131.0,2
598462,2013-12-02,50,CLEANING,1668.0,0
2800713,2017-04-25,42,BEVERAGES,1857.0,27
1168785,2014-10-19,52,MEATS,0.0,0
622791,2013-12-16,33,HOME AND KITCHEN I,0.0,0
2692518,2017-02-23,7,HOME AND KITCHEN I,25.0,4
830973,2014-04-13,25,AUTOMOTIVE,7.0,0
752853,2014-02-28,32,MEATS,48.175,0
743509,2014-02-23,20,LADIESWEAR,0.0,0
355956,2013-07-19,46,HOME CARE,0.0,0
316937,2013-06-27,51,BREAD/BAKERY,708.071,0
206336,2013-04-26,48,LAWN AND GARDEN,1.0,0
1927418,2015-12-20,39,LAWN AND GARDEN,1.0,0
755211,2014-03-01,49,CELEBRATION,38.0,0
2132727,2016-04-14,5,BEVERAGES,1292.0,13
2608275,2017-01-07,42,LINGERIE,3.0,0
875439,2014-05-08,22,HOME AND KITCHEN I,0.0,0
1014268,2014-07-25,18,GROCERY II,16.0,0
1386570,2015-02-20,14,DELI,252.0,0
205027,2013-04-26,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
2010551,2016-02-06,21,PET SUPPLIES,0.0,0
1897038,2015-12-03,37,AUTOMOTIVE,1.0,0
1199354,2014-11-06,11,BEAUTY,4.0,0
1282204,2014-12-22,35,"LIQUOR,WINE,BEER",44.0,0
2145501,2016-04-21,9,CELEBRATION,28.0,0
1831269,2015-10-27,41,AUTOMOTIVE,7.0,0
1164162,2014-10-17,23,LINGERIE,6.0,0
1488654,2015-04-18,28,MEATS,218.865,0
828646,2014-04-12,1,HOME AND KITCHEN II,0.0,0
1030618,2014-08-03,26,POULTRY,274.657,1
1143528,2014-10-05,44,GROCERY I,16974.0,5
227229,2013-05-08,34,MEATS,199.082,0
2809843,2017-04-30,48,PERSONAL CARE,1317.0,12
2411241,2016-09-18,14,PRODUCE,327.076,1
558949,2013-11-10,41,POULTRY,254.612,0
1485582,2015-04-16,41,LINGERIE,13.0,0
146384,2013-03-24,16,PREPARED FOODS,43.0,0
1217245,2014-11-16,13,CLEANING,613.0,0
1928558,2015-12-21,21,BREAD/BAKERY,563.0,0
2213992,2016-05-30,3,"LIQUOR,WINE,BEER",128.0,1
324498,2013-07-02,14,DELI,109.0,0
2170278,2016-05-05,53,AUTOMOTIVE,8.0,6
292219,2013-06-13,9,BOOKS,0.0,0
1642215,2015-07-13,37,BEVERAGES,3204.0,3
2076561,2016-03-14,24,BEVERAGES,3101.0,13
1629703,2015-07-06,35,SCHOOL AND OFFICE SUPPLIES,0.0,0
2551921,2016-12-06,11,SCHOOL AND OFFICE SUPPLIES,7.0,0
1438362,2015-03-21,17,MEATS,266.16602,0
2323885,2016-07-31,13,PERSONAL CARE,212.0,11
557430,2013-11-09,49,PLAYERS AND ELECTRONICS,0.0,0
944238,2014-06-15,52,DELI,0.0,0
182873,2013-04-13,4,LAWN AND GARDEN,3.0,0
1136330,2014-10-01,42,DAIRY,0.0,0
1557745,2015-05-27,17,GROCERY II,0.0,0
932587,2014-06-09,26,CLEANING,252.0,0
1048115,2014-08-13,18,BEAUTY,2.0,0
643206,2013-12-28,7,BEVERAGES,1613.0,0
2816179,2017-05-04,26,PERSONAL CARE,128.0,3
2711910,2017-03-06,50,BEVERAGES,4282.0,21
1529347,2015-05-11,2,POULTRY,531.955,0
1252873,2014-12-06,12,POULTRY,293.677,0
2626492,2017-01-17,53,"LIQUOR,WINE,BEER",40.0,2
2250261,2016-06-19,47,MEATS,794.199,1
724103,2014-02-12,26,HOME APPLIANCES,0.0,0
287951,2013-06-11,38,PET SUPPLIES,0.0,0
104043,2013-02-28,28,PLAYERS AND ELECTRONICS,0.0,0
1409696,2015-03-05,13,BEAUTY,0.0,0
2399342,2016-09-11,30,FROZEN FOODS,44.0,1
1795367,2015-10-07,34,BEAUTY,2.0,0
2098630,2016-03-26,42,POULTRY,220.236,0
541374,2013-10-31,49,DELI,178.672,0
1601642,2015-06-20,48,LAWN AND GARDEN,10.0,0
2771461,2017-04-09,21,"LIQUOR,WINE,BEER",69.0,0
2697607,2017-02-26,49,"LIQUOR,WINE,BEER",272.0,2
1505708,2015-04-27,7,HOME APPLIANCES,1.0,0
2335148,2016-08-06,3,BEAUTY,15.0,0
1407058,2015-03-03,39,BOOKS,0.0,0
1888599,2015-11-28,5,DELI,213.81,0
178774,2013-04-11,25,GROCERY II,5.0,0
1447590,2015-03-26,26,GROCERY I,850.0,8
206163,2013-04-26,43,GROCERY I,2275.0,0
1667399,2015-07-27,43,DAIRY,403.0,0
2744679,2017-03-25,20,BEVERAGES,4228.0,20
2746683,2017-03-26,26,PLAYERS AND ELECTRONICS,0.0,0
2089941,2016-03-21,49,HOME CARE,366.0,0
1343170,2015-01-26,46,BOOKS,0.0,0
2933487,2017-07-09,18,HOME CARE,370.0,22
43824,2013-01-25,39,AUTOMOTIVE,1.0,0
976533,2014-07-03,9,PRODUCE,1276.599,1
630649,2013-12-20,53,LADIESWEAR,0.0,0
2135491,2016-04-16,27,POULTRY,333.896,1
2217890,2016-06-01,39,PET SUPPLIES,4.0,0
2721499,2017-03-12,2,"LIQUOR,WINE,BEER",65.0,1
2588999,2016-12-27,51,HOME APPLIANCES,1.0,0
2384501,2016-09-03,14,LAWN AND GARDEN,0.0,0
1192153,2014-11-01,9,POULTRY,854.124,0
2398285,2016-09-10,50,EGGS,130.0,0
2809320,2017-04-30,33,PRODUCE,1372.965,7
2024705,2016-02-14,19,MAGAZINES,0.0,0
2604636,2017-01-05,40,GROCERY I,4927.0,38
2965817,2017-07-27,25,DAIRY,430.0,4
1108554,2014-09-16,13,HOME CARE,165.0,0
1158282,2014-10-13,9,HOME AND KITCHEN I,32.0,0
525850,2013-10-23,13,POULTRY,55.653,0
1006304,2014-07-20,44,BEAUTY,19.0,0
2603753,2017-01-05,16,LAWN AND GARDEN,0.0,0
2190201,2016-05-17,12,MEATS,170.219,0
2547445,2016-12-03,36,EGGS,125.0,0
363486,2013-07-23,8,MEATS,528.416,0
2057081,2016-03-03,27,PET SUPPLIES,10.0,0
1024814,2014-07-31,13,SEAFOOD,0.0,0
731320,2014-02-16,29,CLEANING,0.0,0
1265392,2014-12-13,14,CLEANING,1791.0,2
2229358,2016-06-08,11,EGGS,111.0,0
353805,2013-07-18,36,GROCERY I,2110.0,0
1763027,2015-09-19,27,BEAUTY,11.0,0
1319306,2015-01-13,26,SEAFOOD,0.0,0
1165810,2014-10-18,2,LADIESWEAR,72.0,0
1073188,2014-08-27,20,POULTRY,0.0,0
653402,2014-01-03,42,BEAUTY,0.0,0
2091978,2016-03-22,7,DELI,169.83,1
1791554,2015-10-05,27,HOME APPLIANCES,0.0,0
1344180,2015-01-27,24,MEATS,301.078,0
587762,2013-11-26,5,SEAFOOD,5.605,0
1122678,2014-09-24,1,HOME CARE,172.0,0
1391475,2015-02-22,50,PRODUCE,12.0,0
433885,2013-09-01,33,BABY CARE,0.0,0
276297,2013-06-05,11,LINGERIE,8.0,0
626679,2013-12-18,42,DELI,0.0,0
2518926,2016-11-17,36,BEVERAGES,1863.0,38
2679451,2017-02-16,4,HOME AND KITCHEN II,9.0,1
1153975,2014-10-11,37,SCHOOL AND OFFICE SUPPLIES,1.0,0
2392194,2016-09-07,3,MEATS,880.36,1
2742039,2017-03-23,46,BEVERAGES,5455.0,27
2726009,2017-03-14,46,FROZEN FOODS,147.171,5
1726911,2015-08-30,13,LINGERIE,4.0,0
305953,2013-06-21,43,EGGS,45.0,0
2762865,2017-04-04,30,CELEBRATION,1.0,0
1937231,2015-12-27,14,SEAFOOD,3.0,0
1899555,2015-12-04,8,DELI,273.889,59
803171,2014-03-28,44,HOME APPLIANCES,1.0,0
1953568,2016-01-05,23,BABY CARE,0.0,0
2923739,2017-07-03,44,BREAD/BAKERY,1853.998,7
1753359,2015-09-13,6,BEVERAGES,7193.0,5
618292,2013-12-13,8,BOOKS,0.0,0
2560181,2016-12-10,43,DAIRY,653.0,16
1095140,2014-09-08,37,BEAUTY,8.0,0
2185244,2016-05-14,23,HOME APPLIANCES,1.0,0
1923004,2015-12-18,15,POULTRY,182.603,14
1933732,2015-12-24,16,SCHOOL AND OFFICE SUPPLIES,0.0,0
2973350,2017-07-31,36,HOME APPLIANCES,2.0,0
2348908,2016-08-14,16,BABY CARE,0.0,0
559991,2013-11-11,21,HARDWARE,0.0,0
1742174,2015-09-07,41,BREAD/BAKERY,521.009,1
2424368,2016-09-25,32,MAGAZINES,0.0,0
2493214,2016-11-03,14,SCHOOL AND OFFICE SUPPLIES,0.0,0
2190307,2016-05-17,15,SCHOOL AND OFFICE SUPPLIES,0.0,0
2300240,2016-07-17,5,DAIRY,728.0,9
886344,2014-05-14,28,PRODUCE,0.0,0
2568894,2016-12-15,38,DELI,111.702,7
1649670,2015-07-17,46,AUTOMOTIVE,15.0,0
2996054,2017-08-13,23,HOME APPLIANCES,0.0,0
2056102,2016-03-02,5,BOOKS,0.0,0
1969701,2016-01-14,25,PRODUCE,831.282,1
1653020,2015-07-19,4,HOME APPLIANCES,0.0,0
2902779,2017-06-21,7,AUTOMOTIVE,11.0,0
2071061,2016-03-11,2,HARDWARE,3.0,0
2549976,2016-12-04,8,AUTOMOTIVE,8.0,0
1947867,2016-01-02,13,DELI,399.0,0
1117059,2014-09-20,51,DELI,240.978,1
659313,2014-01-06,9,CELEBRATION,9.0,0
1596951,2015-06-18,17,HOME AND KITCHEN I,5.0,0
34570,2013-01-20,29,LADIESWEAR,0.0,0
1898781,2015-12-04,35,PLAYERS AND ELECTRONICS,2.0,0
2715334,2017-03-08,46,POULTRY,694.576,0
1889516,2015-11-29,26,BEAUTY,3.0,0
1185302,2014-10-29,17,DAIRY,392.0,0
765511,2014-03-07,38,EGGS,141.0,0
2639291,2017-01-25,13,HOME APPLIANCES,0.0,0
2038944,2016-02-22,19,CELEBRATION,6.0,0
2084468,2016-03-18,45,MAGAZINES,11.0,0
2313533,2016-07-25,23,BEAUTY,5.0,1
2432480,2016-09-30,10,HOME APPLIANCES,0.0,0
21954,2013-01-13,25,DELI,93.887,0
717356,2014-02-08,37,BEAUTY,4.0,0
2412248,2016-09-18,42,HARDWARE,0.0,0
2285790,2016-07-09,44,GROCERY I,11941.0,63
2016214,2016-02-09,30,GROCERY II,3.0,0
1757406,2015-09-16,19,MEATS,148.171,1
2482784,2016-10-28,21,PREPARED FOODS,51.582,1
2428526,2016-09-27,49,MAGAZINES,18.0,0
2988557,2017-08-09,13,FROZEN FOODS,35.0,0
2495357,2016-11-04,24,PREPARED FOODS,121.621,1
1604009,2015-06-22,15,FROZEN FOODS,94.0,0
815562,2014-04-04,42,AUTOMOTIVE,0.0,0
1966333,2016-01-12,30,POULTRY,116.245,0
2119339,2016-04-07,24,GROCERY II,8.0,0
2323383,2016-07-30,49,HOME CARE,514.0,2
1224668,2014-11-20,21,BREAD/BAKERY,0.0,0
2131068,2016-04-13,52,PLAYERS AND ELECTRONICS,0.0,0
2173645,2016-05-07,48,BABY CARE,0.0,0
2155356,2016-04-27,34,PLAYERS AND ELECTRONICS,9.0,0
2722373,2017-03-12,44,BREAD/BAKERY,2960.698,7
1688672,2015-08-08,4,PREPARED FOODS,99.604004,0
1445983,2015-03-25,30,"LIQUOR,WINE,BEER",403.0,0
2514837,2016-11-15,21,CELEBRATION,2.0,0
2854123,2017-05-25,40,LADIESWEAR,0.0,0
2117345,2016-04-06,18,SEAFOOD,9.009,0
624522,2013-12-17,31,PRODUCE,0.0,0
914611,2014-05-30,21,HOME AND KITCHEN II,0.0,0
1044189,2014-08-10,8,BEVERAGES,2449.0,1
1387624,2015-02-20,43,CLEANING,1246.0,0
694590,2014-01-26,48,CELEBRATION,27.0,0
1083562,2014-09-02,12,CLEANING,1422.0,0
1137763,2014-10-02,32,"LIQUOR,WINE,BEER",0.0,0
2343812,2016-08-11,22,LAWN AND GARDEN,0.0,0
2077169,2016-03-14,40,HOME APPLIANCES,0.0,0
1186718,2014-10-29,7,BREAD/BAKERY,536.749,0
430087,2013-08-30,26,SCHOOL AND OFFICE SUPPLIES,0.0,0
1699266,2015-08-14,37,PRODUCE,2904.723,1
567180,2013-11-15,23,DELI,99.513,0
2031892,2016-02-18,20,HOME AND KITCHEN II,9.0,0
880564,2014-05-11,16,PERSONAL CARE,256.0,0
2354851,2016-08-17,32,BOOKS,0.0,0
175271,2013-04-09,27,DAIRY,295.0,0
